41838384 frame.time_delta,frame.len,ip.proto,ip.len,ip.ttl,tcp.len,tcp.window_size,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport
42346749 0.000051942,60,6,40,125,0,8209,52514,22,,
42349977 0.000004126,102,6,88,64,48,6779,22,52514,,
42353039 0.000050870,60,6,40,125,0,8208,52514,22,,
42356322 0.000054638,60,6,40,125,0,8212,52514,22,,
42359375 0.000052952,60,6,40,125,0,8211,52514,22,,
42362645 0.000853082,102,6,88,64,48,6779,22,52514,,
42365716 0.000011310,150,6,136,64,96,6779,22,52514,,
42369035 0.000019568,198,6,184,64,144,6779,22,52514,,
42372092 0.000012249,214,6,200,64,160,6779,22,52514,,
42375326 0.000042507,438,6,424,64,384,6779,22,52514,,
42378305 0.000029181,454,6,440,64,400,6779,22,52514,,
42381582 0.000031870,294,6,280,64,240,6779,22,52514,,
42384904 0.000026184,342,6,328,64,288,6779,22,52514,,
42387989 0.000028082,60,6,40,125,0,8210,52514,22,,
42391250 0.000003531,342,6,328,64,288,6779,22,52514,,
42394255 0.000036582,358,6,344,64,304,6779,22,52514,,
42397531 0.000012721,60,6,40,125,0,8209,52514,22,,
42400827 0.000001794,150,6,136,64,96,6779,22,52514,,
42403886 0.000010916,214,6,200,64,160,6779,22,52514,,
42407124 0.000045283,486,6,472,64,432,6779,22,52514,,
42410127 0.000030329,502,6,488,64,448,6779,22,52514,,
42413165 0.000019369,60,6,40,125,0,8212,52514,22,,
42416227 0.000001935,246,6,232,64,192,6779,22,52514,,
42419240 0.000021187,262,6,248,64,208,6779,22,52514,,
42422212 0.000031139,60,6,40,125,0,8211,52514,22,,
42425462 0.000001679,438,6,424,64,384,6779,22,52514,,
42428535 0.000051790,60,6,40,125,0,8208,52514,22,,
42431750 0.000000023,60,6,40,125,0,8208,52514,22,,
42435055 0.000003803,150,6,136,64,96,6779,22,52514,,
42438083 0.000113953,60,6,40,125,0,8212,52514,22,,
42441301 0.000055230,60,6,40,125,0,8211,52514,22,,
42444387 0.000055180,60,6,40,125,0,8209,52514,22,,
42447661 0.036480216,102,6,88,64,48,2618,22,52679,,
42450762 0.042846871,60,6,40,125,0,8211,52679,22,,
42454025 0.011504365,90,6,76,47,24,64256,443,55038,,
42457321 0.000051576,66,6,52,47,0,64256,443,55038,,
42460593 0.000826852,54,6,40,63,0,0,55038,443,,
42463866 0.000044554,54,6,40,63,0,0,55038,443,,
42467123 0.133732557,134,6,120,64,80,6779,22,52514,,
42470356 0.000058021,118,6,104,64,64,6779,22,52514,,
42473617 0.000276877,60,6,40,125,0,8209,52514,22,,
42476923 0.001946886,182,6,168,64,128,6779,22,52514,,
42480216 0.000058143,118,6,104,64,64,6779,22,52514,,
42483462 0.000257670,60,6,40,125,0,8208,52514,22,,
42486692 0.001969002,182,6,168,64,128,6779,22,52514,,
42489975 0.000098460,118,6,104,64,64,6779,22,52514,,
42493259 0.000050173,118,6,104,64,64,6779,22,52514,,
42496528 0.000208322,102,6,88,64,48,6779,22,52514,,
42499777 0.000002405,60,6,40,125,0,8207,52514,22,,
42503063 0.000178454,60,6,40,125,0,8207,52514,22,,
42506328 0.003260091,150,6,136,64,96,6779,22,52514,,
42509632 0.000115491,150,6,136,64,96,6779,22,52514,,
42512964 0.000104628,118,6,104,64,64,6779,22,52514,,
